,1-PGA-1-1, 1-SA_0.3-1-1, 1-SA_1.0-1-1, 1-PGD-1-1, 1-PGD-1-3
6.300000000000000000e+01,5.019639546843525579e+01,4.437702580081441806e-01,8.714198633180502895e+01,2.850551219123215185e-01,3.431790523654064007e+00
6.400000000000000000e+01,1.894265804606705217e+02,9.409606108577217576e-01,1.285449217988785620e+02,3.891526033727619183e+00,6.689231072873079142e+01
6.500000000000000000e+01,1.564502661033467064e+02,1.135914865260473361e+00,2.221645734602807352e+02,3.425135465780591026e+00,5.672285411604688932e+01
6.600000000000000000e+01,8.230234403277772515e+01,6.791724963785410463e-01,4.715598310766237233e+01,1.407746922920118493e+00,1.890091586431150716e+01
6.700000000000000000e+01,6.425375536949348998e+01,8.638560830674978375e-01,1.805643755648644628e+02,6.632475247192582968e-01,7.805937114337986316e+00
6.800000000000000000e+01,7.834422033986692213e+01,7.077172699021732072e-01,2.091203786181080488e+02,1.239891168557613277e+00,1.619253745095675612e+01
6.900000000000000000e+01,8.357470226771114596e+01,7.935695299857733476e-01,1.583515734705925411e+02,1.465005125880989745e+00,1.985033677726415746e+01
7.000000000000000000e+01,7.749988051916322718e+01,2.514490863716894467e+02,9.807810089440607726e+01,1.329023232256302123e+01,1.135283272088615458e+00
7.100000000000000000e+01,9.739923364464557665e+01,9.255115521660980393e-01,5.509202921567842282e+01,2.077247498641830337e+00,2.977381765794875790e+01
7.200000000000000000e+01,1.654062956961731174e+02,1.524237849476099527e+00,5.081961720696471616e+02,3.557449654190080857e+00,5.989718823304944806e+01
7.300000000000000000e+01,1.774111123184057419e+02,1.315318113858463978e+00,8.169425802418632543e+01,3.732869606911930038e+00,6.357857641071824162e+01
7.400000000000000000e+01,2.087887349163695490e+02,5.568239360896510561e+02,3.348297994007932061e+02,7.324152239188647684e+01,4.207000531988731140e+00
7.500000000000000000e+01,2.623548378556889134e+02,2.762298552680468866e+00,6.054854196248106746e+02,4.793847368079349636e+00,8.855387803214171072e+01
7.600000000000000000e+01,8.555010549419912991e+01,8.098079341044739365e-01,3.030752189344679550e+02,1.556786819338006778e+00,2.133288353033867324e+01
7.700000000000000000e+01,3.155640795370769425e+01,1.067423527882430108e+02,4.743092230229066786e+01,1.268542354503394975e-01,2.340571865320819830e-02
7.800000000000000000e+01,7.118899944302962979e+01,5.679315639047318731e-01,2.551144445034514945e+02,9.365201060190387894e-01,1.172092306721313371e+01
7.900000000000000000e+01,6.788318591630584820e+01,9.077379859713944343e-01,1.532944606158258409e+02,8.034468858574498329e-01,9.691621663005449250e+00
8.000000000000000000e+01,1.761291946432838529e+02,2.734358305264296405e+02,9.861951904244786249e+01,5.093138863037390962e+01,3.299559621062676751e+00
8.100000000000000000e+01,9.536760051212336009e+01,7.940758342101555955e-01,1.234716990725967207e+02,2.006099219290459423e+00,2.840140575356281616e+01
8.200000000000000000e+01,1.618928594755642791e+02,8.635396501642773615e-01,1.298917585569344055e+02,3.508374328507782636e+00,5.872006737313277114e+01
8.300000000000000000e+01,1.228240078199896743e+02,3.178890765435792218e+02,2.036427658136550463e+02,4.797673203812564680e+01,3.155610550642636181e+00
8.400000000000000000e+01,6.793450283978762627e+01,4.349428559098177938e-01,7.733638995711591235e+01,8.052254920215246026e-01,9.720272330948045436e+00
8.500000000000000000e+01,1.206776910020337112e+02,1.957197816602378282e+02,6.633123924022017093e+01,4.387264459874222666e+01,2.919071139363853984e+00
8.600000000000000000e+01,1.130829873749643610e+02,1.243656408140074054e+00,1.868463628905148539e+02,2.515429345529490934e+00,3.886937367197838000e+01
8.700000000000000000e+01,8.588160651160301029e+01,4.897481659850485003e-01,2.518324717330330031e+02,1.573379231408796208e+00,2.157751299983526039e+01
8.800000000000000000e+01,1.002259851989579857e+02,3.279038882414471723e-01,1.129475426953034400e+02,2.180421415995779544e+00,3.168891386901864493e+01
8.900000000000000000e+01,1.834817066518651245e+02,4.521320286219933564e+02,1.327060829203543051e+02,5.931913614954845571e+01,3.680702105532397184e+00
9.000000000000000000e+01,6.763724618835890112e+01,1.267799170328413272e+00,1.082431239803818386e+02,7.950366554939990449e-01,9.532402671054883925e+00
9.100000000000000000e+01,1.253544508175388472e+02,8.414885592883839527e-01,2.077876800905941082e+02,2.794262565225786421e+00,4.464380191583866520e+01
9.200000000000000000e+01,1.445460011707050398e+02,3.266435305565269118e+02,5.149285060620338754e+02,6.063174317751113307e+01,3.629255538100718326e+00
9.300000000000000000e+01,1.057539274611162767e+02,1.382729920596257100e+00,1.362486000576559775e+02,2.361481846696982689e+00,3.506580413135942109e+01
9.400000000000000000e+01,1.075721609786758677e+02,5.689697864856008147e-01,1.552396786767118613e+02,2.405524871327125336e+00,3.607060418248401135e+01
9.500000000000000000e+01,1.313019738958934965e+02,9.744959950389026071e-01,2.113244929645608750e+02,2.951072412574312409e+00,4.702611759771725275e+01
9.600000000000000000e+01,1.278207071146857459e+02,3.728595267042095998e+02,1.331928470778824476e+02,5.936682884994348086e+01,3.568618461224867033e+00
9.700000000000000000e+01,1.620049705914516665e+02,1.397561766439341380e+00,2.524472108995850590e+02,3.509968250657362621e+00,5.875619954425879143e+01
9.800000000000000000e+01,4.074723950248398552e+01,3.274552343951714906e-01,8.865012623742570952e+01,6.598929604376994884e-02,7.744832523356227627e-01
9.900000000000000000e+01,2.537125745204944280e+02,1.127819110518769596e+00,6.313036240409392974e+01,4.693834027383553931e+00,8.638889195269459265e+01
